Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Mozambique,Логинов Фотий Иосипович,Rapid Wien,вратарь,1,-9
Singapore,Лобанов Олег Филиппович,Club América,защитник,3,21
Oman,Никонов Лазарь Викентьевич,Colo-Colo,вратарь,9,-7
Peru,Ершов Лучезар Феликсович,Real Madrid,защитник,6,12
Niue,Кузьмин Панкратий Гертрудович,Olympique Marseille,защитник,6,16
Monaco,Бобров Иван Филиппович,Spartak Moscow,вратарь,2,-30
El Salvador,Мельников Конон Фомич,Al Ahly,защитник,10,3
French Polynesia,Мухин Гремислав Аксёнович,Club Brugge,полузащитник,8,30
Norfolk Island,Муравьев Изот Гаврилович,Bayern Munich,защитник,3,24
Lesotho,Костин Олег Артурович,River Plate,защитник,2,12
St Vincent/Grenadines,Дмитриев Станимир Витальевич,Újpest,полузащитник,7,11
Pakistan,Исаков Егор Фомич,Levski Sofia,нападающий,2,3
Afghanistan,Уваров Измаил Бенедиктович,Inter Milan,полузащитник,8,19
French Guiana,Осипов Эдуард Якубович,Cruzeiro,вратарь,4,-27
Christmas Island,Гуляев Григорий Фокич,Girondins de Bordeaux,вратарь,10,-1
Turkey,Сергеев Клавдий Ермилович,Grêmio,полузащитник,1,8
Portugal,Горбунов Савва Игоревич,Manchester United,нападающий,1,27
Grenada,Иванов Афанасий Владиленович,Linfield,защитник,4,23
Guadeloupe,Галкин Лев Трофимович,Fenerbahçe,нападающий,2,6
Cook Islands,Артемьев Влас Эдгардович,Atlético Madrid,полузащитник,3,9
Cocos Islands,Ситников Флорентин Даниилович,Everton,полузащитник,9,20
French Guiana,Фадеев Игнатий Викторович,Grasshopper Club Zürich,защитник,2,2
Brunei Darussalam,Семенов Ростислав Зиновьевич,Racing,вратарь,4,-21
El Salvador,Сергеев Ефим Ааронович,Athletic Bilbao,вратарь,5,-11
Hong Kong,Куликов Феоктист Афанасьевич,Olimpia,полузащитник,9,10
Tajikistan,Колесников Фотий Марсович,Cerro Porteño,полузащитник,9,24
Micronesia,Петров Стоян Ануфриевич,Atlético Mineiro,нападающий,5,10
Cuba,Дроздов Харлампий Архипович,Vélez Sarsfield,нападающий,1,18
United Arab Emirates,Григорьев Андрей Жанович,Universidad de Chile,полузащитник,2,20
Christmas Island,Селезнев Гордей Харламович,Újpest,защитник,7,11
Norfolk Island,Громов Фрол Ермолаевич,Santos,полузащитник,2,17
Denmark,Кабанов Ерофей Игоревич,Partizan,нападающий,7,16
Thailand,Маслов Гордей Гавриилович,Nacional,полузащитник,7,24
Togo,Виноградов Фока Фролович,Red Star Belgrade,полузащитник,9,11
Viet Nam,Шашков Давыд Бориславович,Palmeiras,полузащитник,7,6
Colombia,Горбунов Самсон Филимонович,Santos,полузащитник,2,1
Croatia,Пахомов Мартьян Игоревич,Boca Juniors,полузащитник,8,25
Sudan,Горбунов Карп Валерианович,Everton,полузащитник,9,12
Tuvalu,Соловьев Иннокентий Григорьевич,Grasshopper Club Zürich,вратарь,5,-26
French Polynesia,Кузьмин Радован Фадеевич,Steaua Bucureşti,полузащитник,10,18
Korea (North),Капустин Геннадий Ярославович,Fenerbahçe,полузащитник,9,20
Slovenia,Русаков Венедикт Марсович,Grêmio,полузащитник,1,3
El Salvador,Соколов Игорь Давыдович,Universitario,нападающий,3,1
Denmark,Киселев Мартын Гертрудович,Internacional,защитник,6,5
Haiti,Воронцов Аполлинарий Аксёнович,Malmö,полузащитник,7,8
Togo,Горбачев Исидор Захарьевич,Galatasaray,полузащитник,5,13
Suriname,Шубин Потап Валерьянович,Dinamo Bucureşti,нападающий,8,25
Viet Nam,Суворов Митофан Арсенович,Lazio,защитник,9,25
Northern Mariana Islands,Носов Никифор Бориславович,Werder Bremen,вратарь,2,-4
Bahamas,Орлов Родион Артурович,Atlético Nacional,нападающий,4,19
Rwanda,Беспалов Бронислав Дорофеевич,Vasco da Gama,вратарь,9,-20
St.Pierre,Пестов Никифор Денисович,Nacional,вратарь,5,-13
Gibraltar,Тихонов Валерий Изотович,Olimpia,нападающий,5,21
Morocco,Чернов Михей Аксёнович,Sporting,нападающий,4,6
American Samoa,Фомичев Селиван Адамович,Celtic,защитник,3,1
Virgin Islands (British),Филатов Онуфрий Брониславович,Racing,вратарь,2,-5
Uruguay,Тарасов Фока Иларионович,Club Brugge,вратарь,2,-28
Liechtenstein,Агафонов Герасим Елисеевич,Austria Wien,полузащитник,3,12
Iran,Егоров Ипат Всеволодович,Sparta Prague,защитник,5,19
Egypt,Исаев Карл Захарьевич,San Lorenzo,полузащитник,4,28
Djibouti,Сазонов Эммануил Афанасьевич,Slavia Prague,вратарь,7,-14
Saint Lucia,Моисеев Савелий Дмитриевич,Sparta Prague,вратарь,6,-2
Tunisia,Никитин Автоном Витальевич,Werder Bremen,полузащитник,5,6
Malawi,Зиновьев Фирс Феофанович,Werder Bremen,защитник,8,27
Nigeria,Владимиров Аникей Харламович,Estudiantes,вратарь,4,-7
Myanmar,Носов Андрон Ефимович,Liverpool,защитник,6,3
Indonesia,Тарасов Парамон Гордеевич,Lazio,нападающий,10,25
Andorra,Шестаков Ладислав Вячеславович,Ajax,нападающий,4,28
Equatorial Guinea,Фадеев Епифан Давыдович,Dinamo Zagreb,защитник,5,27
Equatorial Guinea,Копылов Радован Юлианович,IFK Göteborg,нападающий,6,14
Haiti,Ершов Петр Гавриилович,Atlético Nacional,нападающий,1,6
Hungary,Наумов Аскольд Феофанович,Borussia Mönchengladbach,полузащитник,9,28
Latvia,Гущин Евдоким Августович,Borussia Mönchengladbach,защитник,4,14
Guam,Кузьмин Онуфрий Гаврилович,Atlético Nacional,вратарь,6,-12
Mongolia,Шаров Лаврентий Демьянович,CSKA Sofia,защитник,5,21
St. Helena,Александров Амвросий Анисимович,Schalke,защитник,9,13
Ghana,Жуков Аристарх Филимонович,A.C. Milan,нападающий,7,29
Singapore,Евдокимов Ладимир Ермилович,Olympique Lyonnais,нападающий,8,3
Montserrat,Карпов Григорий Архипович,Espérance,вратарь,9,-14
Yugoslavia,Миронов Митофан Бенедиктович,Saint-Étienne,защитник,10,23
Morocco,Быков Твердислав Герасимович,Torino,защитник,1,4
Malawi,Евдокимов Остромир Демидович,Hamburger SV,защитник,4,24
Syrian Arab Republic,Богданов Ферапонт Германович,Slavia Prague,нападающий,7,28
Algeria,Дементьев Вадим Ефимьевич,Borussia Dortmund,нападающий,3,2
Yemen,Самсонов Демьян Ермилович,Dinamo Bucureşti,полузащитник,3,2
Guatemala,Фролов Фотий Артёмович,Dinamo Zagreb,нападающий,9,16
Trinidad And Tobago,Лаврентьев Федор Харламович,Fenerbahçe,вратарь,9,-29
New Caledonia,Крюков Иларион Васильевич,Arsenal,вратарь,10,-11
Croatia,Королев Евсей Терентьевич,Cruzeiro,защитник,10,16
Ukraine,Ковалев Фока Афанасьевич,Athletic Bilbao,нападающий,7,26
Guadeloupe,Трофимов Моисей Фокич,Independiente,вратарь,3,-25
Sri Lanka,Власов Ипполит Арсенович,Real Madrid,нападающий,3,11
Grenada,Федосеев Лазарь Ильясович,Club América,полузащитник,3,26
Guadeloupe,Орлов Алексей Артурович,Universitario,нападающий,1,2
Rwanda,Власов Силантий Фокич,Hajduk Split,вратарь,6,-6
Canada,Данилов Лука Аверьянович,Porto,нападающий,9,9
Congo,Гусев Влас Игнатович,São Paulo,полузащитник,9,1
Malaysia,Самсонов Валерьян Жанович,Monaco,вратарь,6,-20
Oman,Поляков Ладислав Артемьевич,Malmö,нападающий,10,16
Honduras,Цветков Кузьма Ильич,Borussia Mönchengladbach,защитник,10,4
Northern Mariana Islands,Хохлов Лонгин Эдгарович,Feyenoord,защитник,8,14
Pakistan,Лобанов Арефий Бориславович,Cruzeiro,защитник,10,8
Thailand,Павлов Трофим Егорович,Tottenham Hotspur,защитник,2,30
Christmas Island,Воронцов Бажен Харламович,Everton,вратарь,3,-23
Iran,Журавлев Капитон Захарьевич,Atlético Nacional,вратарь,4,-20
Turkey,Киселев Радислав Валентинович,Malmö,защитник,1,18
Turkmenistan,Тетерин Стоян Фадеевич,Arsenal,вратарь,1,-4
Algeria,Сафонов Аникей Юлианович,Hajduk Split,полузащитник,2,6
Oman,Туров Глеб Якубович,América de Cali,вратарь,8,-22
Nepal,Голубев Харитон Федосьевич,Peñarol,вратарь,6,-11
Comoros,Молчанов Гурий Валерьевич,Rapid Wien,полузащитник,2,28
Nauru,Гордеев Святослав Антонович,Real Madrid,вратарь,10,-11
Seychelles,Зиновьев Афанасий Иосипович,Aston Villa,полузащитник,5,8
Eritrea,Трофимов Радован Гаврилович,Cruzeiro,защитник,10,5
New Caledonia,Исаев Селиван Игнатович,Boca Juniors,нападающий,6,6
Slovakia,Одинцов Константин Борисович,Vasco da Gama,защитник,6,14
Cote D`ivoire,Шестаков Евсей Владиленович,Espérance,вратарь,9,-29
Christmas Island,Потапов Самуил Всеволодович,Steaua Bucureşti,защитник,9,8
Tanzania,Жданов Святополк Феофанович,Tottenham Hotspur,полузащитник,4,14
Vatican City State,Большаков Евграф Демидович,Olympiacos,полузащитник,3,17
Kiribati,Рябов Касьян Бориславович,Lazio,полузащитник,10,2
Tonga,Емельянов Иван Артёмович,Club América,защитник,10,3
Zambia,Гусев Панкратий Афанасьевич,Austria Wien,нападающий,3,25
Uzbekistan,Горбачев Конон Иларионович,Atlético Nacional,нападающий,6,2
United Kingdom,Авдеев Ярослав Антонович,Athletic Bilbao,вратарь,1,-9
Bahamas,Анисимов Аким Ерофеевич,Hajduk Split,полузащитник,4,9
French S. Territories,Лазарев Тарас Ярославович,Estudiantes,защитник,2,14
Kenya,Чернов Филипп Игнатович,Olympique Lyonnais,вратарь,7,-13
Cook Islands,Белоусов Никифор Афанасьевич,Cerro Porteño,нападающий,7,28
Nauru,Быков Глеб Авдеевич,Bayern Munich,полузащитник,2,20
Poland,Тарасов Нестор Геннадиевич,Hajduk Split,полузащитник,2,9
Algeria,Щукин Юлий Денисович,Santos,вратарь,4,-29
Slovenia,Антонов Кир Ермилович,Valencia,вратарь,1,-3
Sierra Leone,Попов Аполлинарий Глебович,Panathinaikos,защитник,2,28
Faroe Islands,Мухин Самуил Гаврилович,Chelsea,полузащитник,3,24
Peru,Красильников Арефий Фокич,Zamalek,нападающий,3,8
Argentina,Федоров Мефодий Изотович,Espérance,вратарь,1,-17
Kyrgyzstan,Никитин Аггей Измаилович,Galatasaray,нападающий,10,20
Seychelles,Сидоров Куприян Ефремович,Partizan,вратарь,6,-24
Grenada,Харитонов Ипполит Елисеевич,Rapid Wien,полузащитник,3,1
Guam,Чернов Олег Филиппович,Red Star Belgrade,полузащитник,4,13
Kenya,Русаков Эдуард Демидович,Club Brugge,нападающий,5,27
Nicaragua,Наумов Роман Феодосьевич,CSKA Sofia,нападающий,3,8
Equatorial Guinea,Рогов Елисей Арсеньевич,Santos,полузащитник,5,22
Turkmenistan,Галкин Остап Терентьевич,Estudiantes,нападающий,7,8
Croatia,Рожков Ярослав Гордеевич,Benfica,вратарь,5,-9
Greenland,Орлов Кондрат Гаврилович,Colo-Colo,полузащитник,6,4
Comoros,Савельев Панкратий Артемьевич,Real Madrid,нападающий,10,4
Bosnia And Herzegowina,Потапов Серафим Борисович,Santos,вратарь,10,-3
Northern Mariana Islands,Юдин Данила Арсеньевич,Saint-Étienne,полузащитник,2,28
Peru,Титов Капитон Демьянович,Levski Sofia,вратарь,2,-23
Tonga,Веселов Аникита Даниилович,Olympique Marseille,вратарь,6,-10
Norway,Дементьев Юлий Анатольевич,River Plate,вратарь,4,-6
Brunei Darussalam,Быков Данила Денисович,Grêmio,нападающий,9,12
Turkey,Калашников Нестор Фролович,Feyenoord,вратарь,8,-30
Ukraine,Рогов Артем Игоревич,Borussia Dortmund,нападающий,4,1
Latvia,Третьяков Чеслав Эдгарович,Paris Saint-Germain,нападающий,10,17
Malaysia,Фролов Парамон Харитонович,Libertad,защитник,8,24
Colombia,Силин Евграф Фролович,Atlético Madrid,защитник,3,30
Cayman Islands,Щербаков Андрон Виленович,Grêmio,защитник,8,5
Brunei Darussalam,Галкин Аггей Теймуразович,Tottenham Hotspur,полузащитник,8,23
Panama,Андреев Зиновий Давидович,Club Brugge,полузащитник,3,13
Antigua And Barbuda,Агафонов Ратибор Федосьевич,Dinamo Zagreb,полузащитник,9,15
Haiti,Коновалов Митофан Терентьевич,Chelsea,защитник,10,21
South Africa,Агафонов Исидор Арсеньевич,Estudiantes,нападающий,3,14
Andorra,Колобов Лучезар Трифонович,Malmö,защитник,9,4
Ghana,Сергеев Евграф Ефимьевич,Borussia Dortmund,вратарь,7,-3
Costa Rica,Кудряшов Юлий Анатольевич,IFK Göteborg,нападающий,7,5
Greece,Борисов Куприян Тихонович,Vasco da Gama,вратарь,9,-5
Papua New Guinea,Доронин Владимир Гертрудович,Benfica,защитник,9,5
Hungary,Кулагин Парамон Антипович,A.C. Milan,полузащитник,6,26
Ghana,Кузнецов Виссарион Изотович,Sparta Prague,полузащитник,1,19
Guyana,Орехов Тит Терентьевич,Atlético Madrid,полузащитник,10,23
Antigua And Barbuda,Кудрявцев Лаврентий Чеславович,Atlético Nacional,нападающий,2,25
Czech Republic,Ситников Емельян Викторович,River Plate,вратарь,5,-3
United Kingdom,Миронов Бронислав Владиленович,Corinthians,нападающий,4,28
Oman,Панов Боян Зиновьевич,Boca Juniors,вратарь,5,-30
Turkey,Терентьев Леонид Трофимович,Girondins de Bordeaux,нападающий,1,13
Azerbaijan,Соколов Харлампий Харитонович,Nacional,полузащитник,5,6
Hungary,Трофимов Кузьма Харлампович,Flamengo,защитник,6,18
United Arab Emirates,Бирюков Илья Виленович,Hamburger SV,защитник,8,28
Nigeria,Овчинников Никита Игнатьевич,Colo-Colo,нападающий,8,3
Vatican City State,Матвеев Якуб Егорович,Olympique Marseille,полузащитник,8,10
Libya,Горшков Галактион Евстигнеевич,Celtic,полузащитник,6,26
Cuba,Носков Родион Ярославович,Manchester United,нападающий,6,11
Somalia,Герасимов Захар Ефимьевич,Colo-Colo,нападающий,3,9
Finland,Рыбаков Аггей Адамович,Barcelona,защитник,9,7
Ecuador,Трофимов Сидор Витальевич,Napoli,вратарь,4,-12
Iran,Суханов Еремей Валентинович,Monaco,полузащитник,4,17
Botswana,Денисов Василий Авдеевич,Liverpool,нападающий,4,6
Grenada,Андреев Егор Валерьевич,Everton,защитник,3,23
Sao Tome,Субботин Карп Фёдорович,Atlético Madrid,полузащитник,8,18
Rwanda,Агафонов Кирилл Димитриевич,Hamburger SV,защитник,5,13
Malawi,Потапов Мартьян Фомич,Fenerbahçe,вратарь,5,-3
Burundi,Терентьев Аскольд Ааронович,Spartak Moscow,защитник,1,2
Luxembourg,Красильников Христофор Алексеевич,Schalke,нападающий,7,12
Virgin Islands (U.S.),Комаров Соломон Терентьевич,Benfica,вратарь,2,-26
Czech Republic,Сергеев Устин Изотович,Partizan,полузащитник,7,4
Lesotho,Князев Митофан Фролович,Schalke,полузащитник,4,10
Bouvet Island,Некрасов Геннадий Устинович,MTK Budapest,вратарь,2,-8
Grenada,Потапов Прокл Ефремович,Cerro Porteño,полузащитник,6,24
United Kingdom,Степанов Спартак Венедиктович,A.C. Milan,вратарь,5,-15
El Salvador,Гришин Глеб Фомич,Ferencvárosi TC,вратарь,8,-9
Tuvalu,Капустин Наркис Феликсович,Levski Sofia,нападающий,9,27
Cambodia,Осипов Владимир Дмитриевич,A.C. Milan,вратарь,5,-11
Jamaica,Быков Ерофей Тимурович,Dynamo Kyiv,защитник,3,29
Nicaragua,Елисеев Савва Геннадиевич,Real Madrid,полузащитник,5,29
Greece,Власов Лев Феликсович,Grasshopper Club Zürich,защитник,4,15
Thailand,Баранов Гедеон Трофимович,Olympiacos,защитник,9,8
Liechtenstein,Федосеев Викентий Тимурович,Racing,нападающий,10,16
Venezuela,Григорьев Митофан Виленович,Valencia,защитник,1,16
Pakistan,Игнатьев Никандр Игнатович,Galatasaray,полузащитник,4,21
Peru,Пестов Емельян Анисимович,Atlético Madrid,защитник,6,5
Mauritius,Власов Никон Тарасович,Vasco da Gama,защитник,5,5
Cayman Islands,Антонов Сигизмунд Эдгардович,Ferencvárosi TC,полузащитник,1,24
Czech Republic,Кудрявцев Осип Тимурович,Celtic,полузащитник,1,22
Netherlands Antilles,Белозеров Харитон Денисович,Dynamo Kyiv,полузащитник,10,20
Cuba,Исаев Савелий Ярославович,Roma,вратарь,6,-17
Gibraltar,Сидоров Виктор Трифонович,Steaua Bucureşti,полузащитник,3,2
Macau,Цветков Всемил Георгиевич,Zamalek,защитник,9,14
Guam,Мишин Валерьян Фомич,Atlético Nacional,полузащитник,4,6
Burkina Faso,Андреев Афиноген Викторович,Ajax,защитник,3,5
Montserrat,Коновалов Мирон Афанасьевич,Werder Bremen,вратарь,1,-22
India,Носов Тарас Теймуразович,Vasco da Gama,защитник,5,11
Seychelles,Вишняков Бронислав Елисеевич,Anderlecht,вратарь,9,-19
Malawi,Нестеров Феофан Вячеславович,Arsenal,вратарь,10,-19
United Kingdom,Пахомов Никифор Евстигнеевич,Porto,вратарь,5,-11
Yemen,Стрелков Демид Власович,Zamalek,полузащитник,5,24
United Arab Emirates,Гуляев Ярополк Германович,Bayern Munich,вратарь,8,-15
Benin,Абрамов Филимон Иосипович,Anderlecht,защитник,8,8
Viet Nam,Агафонов Аникита Ефимович,Real Madrid,полузащитник,7,7
Tonga,Савельев Сократ Эдгарович,Zamalek,нападающий,5,26
Brazil,Жданов Марк Ааронович,Atlético Madrid,вратарь,3,-27
Falkland Islands (Malvinas),Сысоев Ерофей Денисович,Inter Milan,вратарь,7,-17
Lithuania,Казаков Никодим Ааронович,Club América,защитник,9,12
Chile,Чернов Леонид Харлампович,Olimpia,полузащитник,3,21
Korea (North),Орехов Дементий Витальевич,Benfica,нападающий,5,3
Djibouti,Лазарев Викентий Феоктистович,Levski Sofia,полузащитник,5,9
Hungary,Наумов Пров Даниилович,Steaua Bucureşti,нападающий,4,2
El Salvador,Бобылев Мина Жанович,Vélez Sarsfield,полузащитник,7,10
Bangladesh,Ефимов Никита Юлианович,Bayern Munich,защитник,2,1
French Guiana,Кузьмин Афанасий Бориславович,Anderlecht,защитник,4,10
Dominican Republic,Смирнов Пантелеймон Герасимович,PSV Eindhoven,полузащитник,8,12
Brazil,Силин Изяслав Артемьевич,Girondins de Bordeaux,защитник,3,18
Congo,Михеев Анатолий Валентинович,Olympique Lyonnais,вратарь,1,-24
Yugoslavia,Лыткин Лукьян Еремеевич,Palmeiras,защитник,8,21
Latvia,Петухов Трофим Демидович,Atlético Nacional,полузащитник,7,1
Cote D`ivoire,Гришин Алексей Ааронович,Borussia Dortmund,вратарь,1,-6
Tuvalu,Кабанов Зиновий Ефимьевич,Hamburger SV,нападающий,3,23
Guam,Мартынов Марк Ерофеевич,Schalke,защитник,3,4
Latvia,Рожков Феликс Авдеевич,Olimpia,полузащитник,2,28
Ecuador,Лазарев Аверьян Гордеевич,Universitario,полузащитник,2,2
Bahamas,Юдин Ян Власович,River Plate,полузащитник,6,5
Philippines,Евдокимов Фортунат Демидович,Nacional,защитник,8,21
Anguilla,Бобылев Фока Федотович,América de Cali,полузащитник,6,14
Korea (North),Панфилов Радислав Геннадиевич,Valencia,защитник,9,13
Paraguay,Колесников Творимир Эдгарович,Libertad,нападающий,2,22
Iraq,Чернов Стоян Тарасович,Austria Wien,полузащитник,10,7
United Arab Emirates,Сысоев Амвросий Ефстафьевич,Anderlecht,вратарь,1,-22
Morocco,Данилов Климент Гавриилович,Feyenoord,нападающий,2,5
Ethiopia,Орлов Аникей Арсеньевич,Napoli,защитник,10,6
St. Helena,Носов Олимпий Игоревич,Olympique Lyonnais,защитник,3,28
Lithuania,Козлов Боян Федосеевич,Olympique Lyonnais,защитник,7,10
United Arab Emirates,Савин Милий Геннадиевич,Anderlecht,полузащитник,7,19
Falkland Islands (Malvinas),Кондратьев Ираклий Тихонович,Libertad,вратарь,9,-8
Indonesia,Макаров Лаврентий Ануфриевич,Panathinaikos,вратарь,7,-16
Korea (South),Савин Яков Артурович,Juventus,нападающий,9,25
Reunion,Архипов Устин Фролович,Flamengo,защитник,10,14
Latvia,Суворов Галактион Иосипович,Partizan,вратарь,7,-17
Philippines,Киселев Валентин Феофанович,Tottenham Hotspur,вратарь,4,-16
Gibraltar,Ситников Лев Григорьевич,Spartak Moscow,полузащитник,2,29
Moldova,Селиверстов Святополк Яковлевич,Real Madrid,защитник,8,11
Finland,Федотов Филарет Васильевич,A.C. Milan,нападающий,3,10
Latvia,Евсеев Василий Вячеславович,Colo-Colo,вратарь,6,-29
Bouvet Island,Пономарев Сидор Гертрудович,Dinamo Zagreb,полузащитник,3,28
Micronesia,Калашников Леон Валерьевич,CSKA Sofia,полузащитник,2,3
Samoa,Горбачев Устин Антонович,Saint-Étienne,нападающий,6,25
Vanuatu,Нестеров Артемий Вилорович,Ajax,защитник,8,7
Chile,Филиппов Корнил Харлампьевич,Ajax,вратарь,10,-14
Slovenia,Родионов Иван Августович,São Paulo,вратарь,4,-3
Azerbaijan,Лаврентьев Арсений Елисеевич,Spartak Moscow,полузащитник,9,6
Vatican City State,Киселев Софрон Эдуардович,Köln,полузащитник,4,16
Korea (North),Королев Милан Андреевич,Estudiantes,нападающий,7,14
Niue,Исаков Соломон Измаилович,Universidad de Chile,нападающий,6,11
Israel,Веселов Владимир Валерьевич,Napoli,полузащитник,9,1
Gabon,Назаров Капитон Герасимович,Chelsea,вратарь,10,-21
French Polynesia,Моисеев Куприян Жанович,IFK Göteborg,вратарь,2,-29
Senegal,Муравьев Галактион Глебович,PSV Eindhoven,полузащитник,5,5
French Guiana,Лукин Ипполит Фадеевич,Atlético Mineiro,вратарь,10,-14
Iran,Носков Каллистрат Чеславович,Inter Milan,полузащитник,4,17
Uzbekistan,Марков Сергей Харламович,Nacional,полузащитник,8,18
Spain,Кудрявцев Софрон Владиславович,Liverpool,защитник,1,18
Lebanon,Макаров Никанор Гордеевич,Liverpool,защитник,3,5
Mali,Журавлев Пров Бориславович,Arsenal,полузащитник,2,7
American Samoa,Селиверстов Радислав Дмитриевич,Ajax,нападающий,9,1
Niue,Корнилов Петр Ефимьевич,Girondins de Bordeaux,полузащитник,6,21
Guinea-bissau,Данилов Родион Харитонович,Partizan,вратарь,1,-30
Solomon Islands,Тимофеев Илья Григорьевич,CSKA Sofia,нападающий,9,15
Samoa,Мухин Емельян Анатольевич,Everton,полузащитник,2,7
Seychelles,Петров Елизар Елизарович,A.C. Milan,вратарь,5,-5
China,Яковлев Ульян Харламович,América de Cali,полузащитник,8,30
Mauritania,Голубев Моисей Марсович,Feyenoord,вратарь,9,-7
Korea (South),Давыдов Самсон Теймуразович,Borussia Dortmund,защитник,2,14
Argentina,Филиппов Дементий Дорофеевич,Barcelona,нападающий,6,7
Mauritania,Соколов Селиван Владиленович,Porto,полузащитник,10,26
United Kingdom,Агафонов Гостомысл Марсович,Atlético Madrid,защитник,9,4
Egypt,Кононов Устин Эдуардович,Sparta Prague,защитник,8,17
Tajikistan,Александров Никон Трофимович,Universitario,полузащитник,7,27
Armenia,Панов Потап Исидорович,Sporting,защитник,10,23
South Africa,Емельянов Артемий Феоктистович,Napoli,полузащитник,6,27
Dominica,Селиверстов Азарий Владиславович,Sporting,полузащитник,7,16
Tonga,Щукин Аристарх Вилорович,Athletic Bilbao,полузащитник,1,17
French Guiana,Блохин Аристарх Тимурович,Napoli,полузащитник,9,28
Haiti,Зайцев Филарет Артурович,Olympique Marseille,нападающий,4,6
Norway,Зиновьев Алексей Васильевич,Cruzeiro,нападающий,9,13
Denmark,Константинов Всемил Богданович,Espérance,защитник,7,4
St.Pierre,Лебедев Устин Адрианович,Linfield,полузащитник,3,8
Brazil,Константинов Мефодий Дмитриевич,Rapid Wien,вратарь,5,-13
New Zealand,Орлов Аристарх Демьянович,Linfield,полузащитник,7,18
Zambia,Фомичев Остромир Трофимович,Benfica,полузащитник,6,10
Nicaragua,Ефимов Герасим Иосипович,Racing,вратарь,6,-25
Niue,Тихонов Конон Викторович,Tottenham Hotspur,нападающий,4,2
New Caledonia,Николаев Авдей Егорович,Barcelona,защитник,10,9
American Samoa,Блохин Самуил Ильясович,Colo-Colo,защитник,7,26
Cote D`ivoire,Васильев Андроник Ермолаевич,Feyenoord,полузащитник,6,28
Turkey,Меркушев Гордей Тимурович,Austria Wien,полузащитник,9,29
Argentina,Афанасьев Аверкий Устинович,Ferencvárosi TC,защитник,5,8
Korea (South),Орехов Эммануил Еремеевич,Chelsea,вратарь,9,-2
Malawi,Логинов Станислав Иосипович,Galatasaray,полузащитник,10,15
Singapore,Орехов Вадим Феоктистович,Atlético Nacional,нападающий,6,30
Lebanon,Ильин Селиван Александрович,Manchester United,вратарь,5,-6
El Salvador,Лазарев Ираклий Федотович,Grêmio,вратарь,7,-15
El Salvador,Корнилов Ратмир Валентинович,Flamengo,нападающий,8,1
Andorra,Мясников Кир Игоревич,Estudiantes,вратарь,9,-5
Lithuania,Мартынов Вадим Антипович,Celtic,полузащитник,2,7
South Africa,Осипов Иван Викентьевич,Boca Juniors,полузащитник,8,24
Latvia,Бобылев Глеб Ермилович,Ferencvárosi TC,нападающий,1,17
Aruba,Шашков Август Харлампьевич,Athletic Bilbao,нападающий,1,7
Anguilla,Котов Феликс Юльевич,Malmö,нападающий,1,10
Guyana,Никифоров Гостомысл Фадеевич,Dinamo Zagreb,вратарь,3,-24
Tuvalu,Зиновьев Август Иосифович,Vélez Sarsfield,вратарь,9,-4
Swaziland,Воронов Мечислав Гаврилович,Zamalek,полузащитник,10,10
Oman,Филиппов Всеслав Архипович,Torino,нападающий,7,29
Guadeloupe,Федосеев Кирилл Тихонович,River Plate,вратарь,3,-19
Panama,Евсеев Вадим Ярославович,Köln,вратарь,2,-12
Tanzania,Морозов Фома Ануфриевич,Liverpool,защитник,1,10
Uganda,Владимиров Будимир Демьянович,Liverpool,вратарь,5,-25
Malta,Кузьмин Филарет Терентьевич,Arsenal,вратарь,8,-21
Pitcairn,Лебедев Лучезар Глебович,Anderlecht,защитник,4,24
Nigeria,Кулагин Ермил Анисимович,Everton,защитник,3,28
Albania,Максимов Вячеслав Филимонович,Liverpool,защитник,7,21
East Timor,Никифоров Моисей Трифонович,Sporting,нападающий,6,22
Bosnia And Herzegowina,Орлов Владлен Брониславович,Palmeiras,защитник,2,17
Andorra,Антонов Фока Фролович,Feyenoord,вратарь,8,-30
Indonesia,Горшков Святополк Валерьянович,San Lorenzo,защитник,4,4
Maldives,Анисимов Эмиль Иосифович,Girondins de Bordeaux,полузащитник,1,3
Angola,Рожков Фортунат Федосьевич,Juventus,полузащитник,9,8
Iceland,Тимофеев Агап Феликсович,Barcelona,нападающий,9,28
Togo,Молчанов Ираклий Ермилович,Torino,вратарь,1,-6
Tajikistan,Фомичев Флорентин Федосеевич,Monaco,нападающий,5,10
Morocco,Прохоров Силантий Гавриилович,Paris Saint-Germain,полузащитник,8,13
Ethiopia,Лазарев Кондратий Филиппович,Sporting,нападающий,9,1
Tokelau,Белоусов Касьян Фомич,Partizan,вратарь,3,-17
Bolivia,Воронцов Платон Захарьевич,Libertad,вратарь,1,-18
Jordan,Сидоров Гедеон Филатович,Spartak Moscow,вратарь,4,-11
Antarctica,Тарасов Аггей Чеславович,Boca Juniors,нападающий,6,23
Mayotte,Буров Михей Викентьевич,Palmeiras,защитник,1,6
Iceland,Лаврентьев Вышеслав Иосифович,PSV Eindhoven,защитник,5,21
Cuba,Жданов Сергей Арсеньевич,Rangers,нападающий,6,22
French Guiana,Субботин Спиридон Васильевич,Estudiantes,нападающий,3,18
Grenada,Авдеев Радим Валерьевич,Vasco da Gama,полузащитник,9,18
Central African Rep,Субботин Михей Терентьевич,Anderlecht,защитник,2,2
