Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Northern Mariana Islands,Николаев Александр Фадеевич,Olympique Marseille,нападающий,1,7
Laos,Ильин Сильвестр Васильевич,Paris Saint-Germain,нападающий,10,2
Vanuatu,Дмитриев Гаврила Иосипович,Valencia,защитник,4,29
Panama,Панфилов Валерьян Марсович,River Plate,вратарь,6,-17
Cyprus,Орлов Силантий Александрович,Manchester United,вратарь,1,-6
Benin,Беспалов Платон Яковлевич,Everton,защитник,3,9
Ukraine,Григорьев Евлампий Еремеевич,Rapid Wien,защитник,2,2
Equatorial Guinea,Беляев Карп Бенедиктович,IFK Göteborg,защитник,2,4
Korea (North),Попов Гремислав Филатович,Flamengo,нападающий,2,28
Norfolk Island,Носков Борис Захарьевич,Monaco,нападающий,4,3
Kiribati,Лыткин Тит Ерофеевич,River Plate,нападающий,4,27
Syrian Arab Republic,Кондратьев Георгий Ефстафьевич,Vasco da Gama,защитник,4,29
Tonga,Лазарев Борислав Валерианович,Valencia,защитник,4,16
Tunisia,Соколов Август Жоресович,Dinamo Bucureşti,вратарь,10,-20
Congo,Маслов Касьян Георгиевич,Cerro Porteño,вратарь,1,-30
Trinidad And Tobago,Морозов Панфил Валерьянович,Corinthians,полузащитник,7,14
Netherlands Antilles,Гурьев Лев Филатович,Ajax,вратарь,8,-24
Norfolk Island,Дроздов Ермолай Власович,Manchester United,полузащитник,2,2
Luxembourg,Щукин Аверьян Антонович,Boca Juniors,вратарь,8,-3
Cayman Islands,Александров Филарет Эдуардович,PSV Eindhoven,защитник,10,13
New Zealand,Лукин Влас Александрович,PSV Eindhoven,вратарь,9,-2
Chile,Петухов Сидор Бориславович,Feyenoord,вратарь,6,-26
Cocos Islands,Журавлев Любосмысл Матвеевич,Olympique Lyonnais,вратарь,4,-19
American Samoa,Соколов Мирон Федосьевич,IFK Göteborg,защитник,9,23
Aruba,Субботин Наркис Вилорович,Atlético Nacional,нападающий,5,16
Taiwan,Соколов Ферапонт Гордеевич,Feyenoord,защитник,5,16
Kiribati,Дементьев Ювеналий Харитонович,Arsenal,вратарь,5,-9
Cambodia,Бирюков Чеслав Витальевич,Torino,вратарь,10,-25
Slovenia,Тарасов Милан Гертрудович,Espérance,вратарь,6,-9
Czech Republic,Ершов Фадей Федотович,Colo-Colo,защитник,3,18
Nigeria,Новиков Яков Венедиктович,PSV Eindhoven,нападающий,6,18
Antarctica,Терентьев Лаврентий Еремеевич,Torino,полузащитник,9,3
United States,Фомин Ферапонт Григорьевич,Tottenham Hotspur,защитник,9,30
Chad,Овчинников Натан Игнатьевич,Al Ahly,нападающий,4,23
St Vincent/Grenadines,Федотов Всемил Григорьевич,Borussia Mönchengladbach,полузащитник,2,14
Seychelles,Щербаков Софон Глебович,Werder Bremen,защитник,4,11
Cocos Islands,Селиверстов Зосима Даниилович,Aston Villa,полузащитник,6,9
Congo,Мясников Харлампий Харлампович,Santos,вратарь,10,-9
Lebanon,Кудряшов Владилен Ермолаевич,Partizan,полузащитник,10,29
Austria,Корнилов Ульян Трофимович,Racing,вратарь,2,-27
Mongolia,Стрелков Федот Григорьевич,Rapid Wien,вратарь,3,-3
Nicaragua,Сергеев Мина Демидович,Club América,вратарь,1,-11
Puerto Rico,Алексеев Велимир Елизарович,IFK Göteborg,защитник,3,15
Ethiopia,Третьяков Аверкий Феликсович,Werder Bremen,нападающий,5,7
Norway,Сысоев Спиридон Григорьевич,Club Brugge,защитник,10,11
Albania,Кудрявцев Григорий Герасимович,Grêmio,защитник,8,8
Sudan,Игнатьев Всеслав Ефремович,Celtic,вратарь,6,-30
Cook Islands,Маслов Константин Фокич,CSKA Sofia,защитник,10,27
Montserrat,Бобров Афиноген Адрианович,Dinamo Bucureşti,вратарь,10,-30
Martinique,Бирюков Порфирий Иосипович,Austria Wien,нападающий,8,22
Turkmenistan,Сысоев Елисей Геннадиевич,Sparta Prague,вратарь,2,-9
Costa Rica,Волков Творимир Германович,Athletic Bilbao,защитник,8,15
El Salvador,Суворов Аполлон Ермолаевич,Barcelona,вратарь,9,-12
Cambodia,Федотов Георгий Федосьевич,Zamalek,нападающий,2,20
Indonesia,Абрамов Аристарх Эдгардович,Universidad Católica,полузащитник,3,5
Greenland,Сысоев Ананий Якубович,Peñarol,полузащитник,10,2
Papua New Guinea,Кабанов Любим Демьянович,MTK Budapest,защитник,4,14
Gibraltar,Крылов Август Вилорович,Borussia Mönchengladbach,вратарь,4,-6
Malta,Захаров Осип Адамович,Slavia Prague,нападающий,3,10
Fiji,Самойлов Авксентий Эдгардович,Fenerbahçe,полузащитник,1,30
Ethiopia,Пахомов Давыд Димитриевич,Sporting,нападающий,6,16
Portugal,Казаков Филимон Арсенович,Tottenham Hotspur,нападающий,9,1
Germany,Доронин Трифон Евсеевич,Austria Wien,нападающий,6,2
Guadeloupe,Капустин Януарий Феоктистович,Spartak Moscow,полузащитник,1,1
Benin,Лебедев Дмитрий Давидович,Roma,вратарь,1,-4
Spain,Жданов Ярополк Антонович,Hamburger SV,нападающий,6,6
Lebanon,Кабанов Лаврентий Эдгардович,Malmö,защитник,2,20
Burundi,Овчинников Ростислав Анатольевич,Rapid Wien,вратарь,2,-12
Macedonia,Носков Борис Владленович,Sporting,защитник,4,10
Gibraltar,Орехов Боян Эдгарович,Lazio,вратарь,8,-26
Israel,Белозеров Тимофей Валентинович,Galatasaray,полузащитник,6,28
Bouvet Island,Красильников Савелий Тихонович,Internacional,нападающий,9,27
Spain,Гусев Кондрат Дорофеевич,Internacional,вратарь,4,-28
Panama,Меркушев Георгий Данилович,Vélez Sarsfield,вратарь,8,-29
Botswana,Гусев Аникей Даниилович,Hamburger SV,полузащитник,10,6
Tunisia,Виноградов Евграф Матвеевич,Monaco,защитник,9,25
Kuwait,Сергеев Милий Дмитриевич,Flamengo,защитник,5,22
Chad,Пахомов Олимпий Глебович,CSKA Sofia,вратарь,6,-8
Angola,Селиверстов Семен Харлампович,Rangers,нападающий,10,26
Finland,Панфилов Болеслав Арсеньевич,Schalke,нападающий,10,23
Cameroon,Поляков Ювеналий Еремеевич,Rapid Wien,вратарь,6,-7
Belgium,Зайцев Лука Афанасьевич,Werder Bremen,полузащитник,5,27
Lithuania,Филиппов Изяслав Изотович,Boca Juniors,полузащитник,3,23
Moldova,Муравьев Сократ Якубович,Werder Bremen,нападающий,10,18
Uruguay,Веселов Ефрем Дмитриевич,Panathinaikos,вратарь,10,-12
Dominica,Беляев Тит Аверьянович,Corinthians,нападающий,2,3
Cyprus,Лаврентьев Олимпий Давыдович,Levski Sofia,защитник,7,4
Colombia,Соболев Арсений Артёмович,Saint-Étienne,защитник,8,24
Czech Republic,Ширяев Агап Ефстафьевич,Werder Bremen,защитник,10,21
Faroe Islands,Русаков Яков Бориславович,Sporting,защитник,3,21
Lesotho,Лебедев Твердислав Дорофеевич,Real Madrid,вратарь,5,-8
Romania,Суворов Юлиан Герасимович,Paris Saint-Germain,защитник,1,6
Cayman Islands,Исаков Чеслав Антонович,Barcelona,вратарь,10,-5
Egypt,Самойлов Панкрат Федосеевич,Rapid Wien,нападающий,2,20
Guadeloupe,Лапин Викторин Зиновьевич,Girondins de Bordeaux,нападающий,10,26
Northern Mariana Islands,Лаврентьев Трифон Ермилович,Rapid Wien,защитник,5,2
Bulgaria,Морозов Епифан Геннадиевич,Anderlecht,полузащитник,7,10
Gabon,Муравьев Якуб Евстигнеевич,Spartak Moscow,защитник,7,24
Papua New Guinea,Иванов Егор Георгиевич,Atlético Nacional,полузащитник,2,10
Liechtenstein,Евдокимов Вениамин Давидович,Chelsea,нападающий,2,12
Germany,Фомин Ярополк Адамович,América de Cali,защитник,8,1
France,Костин Пимен Давидович,Independiente,защитник,3,29
Tanzania,Лапин Капитон Харлампьевич,Malmö,нападающий,4,4
Montserrat,Соколов Юлиан Игоревич,Steaua Bucureşti,защитник,8,26
Albania,Большаков Лазарь Брониславович,Dinamo Bucureşti,полузащитник,3,25
Zimbabwe,Галкин Ян Герасимович,Corinthians,вратарь,7,-11
Hong Kong,Соколов Аверьян Денисович,Fiorentina,нападающий,5,11
Argentina,Кулагин Степан Давыдович,Grêmio,нападающий,3,18
St.Pierre,Носков Софрон Ермолаевич,Schalke,полузащитник,1,24
Mongolia,Фадеев Ратмир Богданович,Aston Villa,полузащитник,2,9
Gibraltar,Пахомов Радим Захарьевич,Club América,полузащитник,2,17
Montserrat,Бобылев Василий Елисеевич,Valencia,нападающий,6,19
Martinique,Владимиров Платон Дорофеевич,Girondins de Bordeaux,защитник,4,21
Mongolia,Копылов Мирон Дмитриевич,Inter Milan,полузащитник,5,16
Togo,Брагин Кузьма Феликсович,Monaco,вратарь,6,-28
Gambia,Куликов Архип Арсенович,Slavia Prague,защитник,8,23
Bangladesh,Ефремов Лавр Владиленович,Red Star Belgrade,защитник,4,12
Sao Tome,Шашков Соломон Бориславович,Austria Wien,полузащитник,10,16
Egypt,Семенов Парфен Валерианович,Köln,защитник,5,21
Cambodia,Сидоров Софон Елисеевич,Tottenham Hotspur,полузащитник,2,2
Christmas Island,Хохлов Архип Феофанович,Santos,нападающий,2,15
Mauritania,Журавлев Ермолай Феоктистович,Napoli,защитник,10,29
El Salvador,Зайцев Софон Александрович,Manchester United,защитник,7,1
Bosnia And Herzegowina,Смирнов Ким Венедиктович,Manchester United,полузащитник,5,17
Japan,Лапин Архип Витальевич,Chelsea,нападающий,8,12
Chile,Виноградов Устин Арсенович,Al Ahly,защитник,5,17
Nicaragua,Мартынов Евдоким Жанович,Aston Villa,вратарь,4,-30
Sudan,Мельников Аристарх Юлианович,Rapid Wien,вратарь,7,-11
Sri Lanka,Комаров Мир Ермилович,Corinthians,защитник,4,22
Anguilla,Лихачев Владилен Гурьевич,Racing,защитник,2,30
Anguilla,Данилов Каллистрат Федотович,Hajduk Split,защитник,6,16
Kuwait,Терентьев Эрнест Богданович,Anderlecht,нападающий,1,29
Bouvet Island,Петров Святополк Августович,Anderlecht,защитник,3,30
Ethiopia,Маслов Леонид Аксёнович,Feyenoord,полузащитник,1,11
Costa Rica,Дементьев Милан Ефимьевич,Rangers,защитник,1,8
Mongolia,Данилов Ефим Бенедиктович,Liverpool,полузащитник,6,20
Tokelau,Комаров Игнатий Дорофеевич,Universidad Católica,вратарь,8,-28
Virgin Islands (British),Щербаков Измаил Ефимович,Espérance,защитник,4,13
Guinea-bissau,Никитин Константин Владленович,Atlético Madrid,защитник,5,24
Afghanistan,Смирнов Серафим Иосифович,Atlético Nacional,вратарь,10,-6
Syrian Arab Republic,Шубин Евграф Денисович,Atlético Nacional,нападающий,2,12
Mozambique,Зиновьев Эдуард Ермилович,Saint-Étienne,защитник,1,3
Yemen,Жуков Фома Демидович,Benfica,вратарь,7,-30
Korea (South),Федоров Евдоким Игнатович,Spartak Moscow,вратарь,3,-29
Sweden,Зиновьев Святослав Ануфриевич,Tottenham Hotspur,нападающий,10,15
Gabon,Рогов Андрон Бенедиктович,Napoli,защитник,7,6
Gibraltar,Самойлов Ростислав Владленович,Linfield,вратарь,5,-28
Moldova,Родионов Фадей Иосифович,Olympiacos,полузащитник,8,14
Mozambique,Шашков Климент Артёмович,Palmeiras,полузащитник,9,19
China,Сазонов Амвросий Адамович,Borussia Mönchengladbach,нападающий,10,25
Armenia,Шестаков Матвей Владиславович,Spartak Moscow,защитник,2,6
Bhutan,Николаев Сигизмунд Ануфриевич,Universidad Católica,полузащитник,4,27
Liechtenstein,Веселов Аркадий Брониславович,Club América,вратарь,5,-12
Virgin Islands (British),Лапин Юлий Ермолаевич,Santos,нападающий,8,20
Philippines,Федотов Эрнест Ефимович,Club América,вратарь,10,-29
Bouvet Island,Бирюков Фортунат Гавриилович,Rapid Wien,нападающий,5,3
Egypt,Калашников Лев Феодосьевич,Spartak Moscow,вратарь,3,-5
Falkland Islands (Malvinas),Ильин Вацлав Фадеевич,Torino,полузащитник,3,10
Peru,Лихачев Мокей Марсович,Zamalek,полузащитник,8,6
Luxembourg,Поляков Василий Власович,Celtic,полузащитник,8,11
Canada,Ершов Панфил Владиславович,Liverpool,нападающий,10,18
Korea (North),Суворов Валерьян Вячеславович,Zamalek,защитник,6,16
Lebanon,Колобов Кондратий Ефимьевич,Colo-Colo,защитник,9,27
Iceland,Кузнецов Сидор Артёмович,Atlético Nacional,нападающий,9,22
Afghanistan,Шаров Родион Архипович,Feyenoord,вратарь,3,-8
Sudan,Васильев Ростислав Ильясович,Tottenham Hotspur,защитник,8,6
Burundi,Анисимов Фортунат Теймуразович,Werder Bremen,защитник,8,23
Mozambique,Шубин Семен Артёмович,Borussia Dortmund,полузащитник,2,21
Latvia,Беляев Михей Федосьевич,Universidad Católica,защитник,3,20
Guatemala,Юдин Тит Федосеевич,Colo-Colo,нападающий,1,20
Gambia,Бобылев Сильвестр Артёмович,Everton,нападающий,9,6
Macedonia,Меркушев Ефрем Захарьевич,Sporting,вратарь,6,-16
Indonesia,Матвеев Борис Бориславович,Celtic,вратарь,7,-23
Viet Nam,Гурьев Ладислав Адрианович,Saint-Étienne,вратарь,4,-3
Central African Rep,Рябов Конон Иларионович,Atlético Nacional,нападающий,1,8
Mauritania,Белозеров Поликарп Ааронович,Fiorentina,полузащитник,1,8
Israel,Белоусов Аверкий Авдеевич,Napoli,полузащитник,5,13
Montserrat,Поляков Ратмир Викентьевич,Real Madrid,вратарь,1,-28
Peru,Кабанов Кондрат Феоктистович,Sparta Prague,вратарь,6,-2
Panama,Шубин Панкрат Витальевич,Cerro Porteño,вратарь,10,-16
Netherlands,Селиверстов Никифор Антонович,Porto,защитник,3,6
Guyana,Лобанов Влас Абрамович,Colo-Colo,вратарь,2,-14
Pakistan,Никонов Нифонт Еремеевич,Inter Milan,нападающий,9,6
Seychelles,Агафонов Елизар Антипович,Ajax,защитник,8,19
Nigeria,Антонов Милен Всеволодович,Panathinaikos,защитник,9,6
Albania,Молчанов Панкрат Филиппович,Hajduk Split,вратарь,5,-16
Sudan,Савин Евгений Якубович,Partizan,нападающий,10,11
Uruguay,Бобылев Александр Глебович,Grêmio,нападающий,1,8
Iraq,Воронов Поликарп Давыдович,Cruzeiro,вратарь,9,-1
Central African Rep,Воронов Евсей Глебович,Dinamo Bucureşti,полузащитник,5,18
Afghanistan,Богданов Радован Харлампьевич,Juventus,нападающий,7,12
Italy,Беспалов Аникита Адамович,Barcelona,нападающий,6,1
Virgin Islands (U.S.),Орехов Исай Харламович,Santos,вратарь,6,-16
Anguilla,Прохоров Ипполит Феликсович,Racing,вратарь,9,-27
Andorra,Терентьев Юлий Владиславович,Fiorentina,защитник,7,10
Christmas Island,Тетерин Никанор Феоктистович,Universidad Católica,защитник,10,11
Djibouti,Федотов Елисей Егорович,Partizan,защитник,3,18
Madagascar,Крюков Эраст Теймуразович,MTK Budapest,нападающий,4,9
Kazakhstan,Галкин Ермолай Алексеевич,A.C. Milan,защитник,10,14
Cuba,Соколов Онуфрий Харлампьевич,Cruzeiro,нападающий,7,15
Egypt,Доронин Мина Анатольевич,Inter Milan,нападающий,7,17
Madagascar,Харитонов Изот Иосипович,Paris Saint-Germain,защитник,2,8
Somalia,Марков Сильвестр Ермолаевич,Hajduk Split,полузащитник,5,5
Switzerland,Жуков Артемий Елизарович,Borussia Dortmund,нападающий,9,27
Gibraltar,Кононов Борис Власович,Porto,вратарь,10,-10
Tuvalu,Овчинников Авксентий Теймуразович,Feyenoord,нападающий,3,3
Malawi,Куликов Порфирий Жоресович,Partizan,полузащитник,4,19
Burkina Faso,Емельянов Нестор Иосифович,Hajduk Split,вратарь,10,-9
South Africa,Морозов Мечислав Ильич,Partizan,вратарь,8,-25
Burundi,Зуев Евгений Ааронович,Inter Milan,полузащитник,1,18
Martinique,Смирнов Евстафий Абрамович,Roma,вратарь,8,-22
Philippines,Ефремов Милован Августович,Feyenoord,нападающий,2,21
Guam,Ширяев Куприян Егорович,Dynamo Kyiv,вратарь,2,-18
Denmark,Калашников Азарий Марсович,Atlético Nacional,вратарь,3,-12
Benin,Елисеев Владислав Феоктистович,Újpest,нападающий,4,18
Malaysia,Баранов Платон Иларионович,Spartak Moscow,нападающий,5,27
Malaysia,Давыдов Станимир Анисимович,América de Cali,нападающий,2,1
Puerto Rico,Федотов Игнатий Герасимович,Torino,вратарь,2,-17
Norway,Лапин Егор Антонович,Santos,полузащитник,5,3
Maldives,Корнилов Леонтий Филатович,Vasco da Gama,полузащитник,1,11
Gambia,Сысоев Аристарх Арсенович,Torino,полузащитник,9,14
Niue,Владимиров Амвросий Феодосьевич,Napoli,защитник,6,30
Argentina,Зайцев Мечислав Зиновьевич,Colo-Colo,нападающий,9,16
Liechtenstein,Федоров Нифонт Антонович,Anderlecht,вратарь,1,-14
Malawi,Моисеев Эдуард Ефимьевич,Peñarol,защитник,5,30
Ireland,Яковлев Ерофей Викторович,Internacional,вратарь,3,-2
Portugal,Андреев Феоктист Герасимович,Zamalek,защитник,7,8
Panama,Морозов Аггей Елисеевич,PSV Eindhoven,защитник,8,27
Djibouti,Галкин Евгений Андреевич,Tottenham Hotspur,нападающий,1,28
Taiwan,Макаров Аполлинарий Бориславович,Club Brugge,нападающий,6,30
Finland,Емельянов Милен Глебович,Nacional,защитник,3,22
Mayotte,Лапин Стоян Арсеньевич,Chelsea,защитник,10,16
Maldives,Панов Митофан Абрамович,Partizan,полузащитник,8,4
Eritrea,Рябов Федор Данилович,Vasco da Gama,защитник,4,12
Italy,Ларионов Прокофий Ильясович,Grêmio,вратарь,7,-28
Namibia,Шарапов Евлампий Александрович,Ajax,полузащитник,5,14
American Samoa,Зайцев Изяслав Аксёнович,Roma,полузащитник,4,29
Pakistan,Алексеев Януарий Фомич,Atlético Madrid,вратарь,2,-6
Tuvalu,Ершов Борис Абрамович,Santos,полузащитник,4,29
Sri Lanka,Ларионов Арсений Даниилович,Borussia Mönchengladbach,защитник,2,17
Bahamas,Королев Виталий Гертрудович,Austria Wien,вратарь,2,-17
Gibraltar,Жуков Мирослав Жанович,San Lorenzo,полузащитник,1,28
Guam,Лазарев Матвей Иосифович,Cerro Porteño,вратарь,1,-24
Uganda,Крюков Никодим Власович,Ferencvárosi TC,вратарь,2,-15
Slovakia,Евдокимов Панкратий Феликсович,Anderlecht,защитник,8,10
Saudi Arabia,Лазарев Феликс Фролович,Hajduk Split,защитник,9,20
Afghanistan,Савин Автоном Гурьевич,San Lorenzo,полузащитник,4,21
Luxembourg,Воронцов Ювеналий Трифонович,Independiente,полузащитник,1,4
Cuba,Стрелков Евлампий Эдгарович,Partizan,вратарь,7,-29
St. Helena,Журавлев Амвросий Демьянович,San Lorenzo,защитник,6,24
St. Helena,Бобылев Сергей Тарасович,Celtic,полузащитник,1,5
Turkmenistan,Давыдов Тихон Александрович,Cerro Porteño,защитник,6,18
Saudi Arabia,Попов Ананий Афанасьевич,Ferencvárosi TC,полузащитник,2,16
Aruba,Гришин Всемил Григорьевич,Sporting,полузащитник,9,17
Egypt,Дьячков Святополк Терентьевич,Peñarol,полузащитник,7,2
Romania,Дьячков Орест Викторович,Malmö,защитник,7,16
Bouvet Island,Большаков Руслан Всеволодович,Levski Sofia,нападающий,10,30
Grenada,Смирнов Ладимир Ярославович,Malmö,нападающий,9,7
Eritrea,Шашков Викентий Данилович,Girondins de Bordeaux,защитник,7,8
Guyana,Субботин Пимен Бориславович,Club Brugge,нападающий,5,11
Ireland,Туров Кир Яковлевич,Torino,защитник,10,24
St Vincent/Grenadines,Стрелков Филарет Чеславович,Club América,нападающий,2,12
Sri Lanka,Сысоев Нифонт Валентинович,Steaua Bucureşti,полузащитник,1,15
Tunisia,Лихачев Стоян Гавриилович,Bayern Munich,нападающий,4,9
Bouvet Island,Беспалов Харлампий Бориславович,Girondins de Bordeaux,защитник,8,12
Antarctica,Михеев Прокофий Валентинович,Roma,защитник,4,4
Denmark,Кириллов Юлиан Арсенович,Nacional,нападающий,3,5
Nauru,Гусев Демид Александрович,Peñarol,защитник,10,10
Canada,Рогов Емельян Изотович,Ferencvárosi TC,вратарь,7,-27
El Salvador,Рябов Мирон Артурович,Flamengo,вратарь,6,-23
Tonga,Лукин Матвей Викторович,Sporting,нападающий,2,25
Bouvet Island,Федоров Гедеон Глебович,Napoli,полузащитник,10,24
Tunisia,Рябов Аверкий Викторович,Dinamo Bucureşti,вратарь,6,-8
Bangladesh,Симонов Ипатий Борисович,Universidad de Chile,вратарь,9,-16
Mexico,Захаров Амвросий Фролович,Atlético Madrid,вратарь,6,-28
Mali,Ширяев Мартьян Давидович,Universitario,защитник,3,4
Denmark,Власов Феликс Захарьевич,Fiorentina,нападающий,2,2
Colombia,Мухин Михей Егорович,PSV Eindhoven,защитник,9,6
Guadeloupe,Соболев Яков Фролович,Colo-Colo,защитник,8,6
Gabon,Туров Азарий Анатольевич,Olympique Lyonnais,вратарь,6,-16
Bhutan,Королев Будимир Артёмович,Rapid Wien,нападающий,2,23
Korea (North),Капустин Денис Федосьевич,Porto,нападающий,9,27
French Polynesia,Шаров Гурий Филиппович,Borussia Dortmund,нападающий,3,9
Palau,Родионов Светозар Феоктистович,Roma,защитник,8,3
United Arab Emirates,Князев Сигизмунд Ильич,Dinamo Bucureşti,нападающий,4,17
Reunion,Шашков Лонгин Ефстафьевич,Manchester United,полузащитник,1,9
Trinidad And Tobago,Кузьмин Фрол Владиленович,Corinthians,полузащитник,2,3
Cameroon,Авдеев Владислав Евстигнеевич,Paris Saint-Germain,вратарь,3,-16
Montserrat,Исаев Викентий Тихонович,Valencia,полузащитник,1,13
Togo,Потапов Гурий Иосифович,Barcelona,защитник,3,12
Taiwan,Селиверстов Остап Григорьевич,Universitario,защитник,4,21
El Salvador,Дмитриев Адриан Германович,Zamalek,полузащитник,7,29
Marshall Islands,Николаев Аверьян Валерьянович,Partizan,полузащитник,3,2
Indonesia,Гордеев Кондрат Валерианович,Espérance,полузащитник,10,26
Micronesia,Аксенов Юлиан Гордеевич,Palmeiras,нападающий,6,9
Nepal,Абрамов Максим Давыдович,Peñarol,нападающий,7,30
Fiji,Егоров Мефодий Филиппович,Linfield,нападающий,7,3
Slovakia,Соколов Аполлинарий Игоревич,Rapid Wien,нападающий,5,7
United Kingdom,Молчанов Симон Евстигнеевич,Atlético Mineiro,вратарь,5,-30
Guinea,Анисимов Трофим Гордеевич,PSV Eindhoven,защитник,2,14
Malta,Тарасов Любосмысл Эдуардович,Universidad de Chile,вратарь,5,-4
Sweden,Баранов Ладимир Тихонович,Club Brugge,защитник,3,3
French S. Territories,Наумов Лазарь Бориславович,Girondins de Bordeaux,полузащитник,8,11
Tonga,Кудрявцев Виссарион Филатович,Colo-Colo,нападающий,5,1
Benin,Михеев Устин Изотович,Paris Saint-Germain,вратарь,9,-28
Kyrgyzstan,Абрамов Наум Герасимович,Cruzeiro,полузащитник,8,22
St.Pierre,Архипов Милен Ефстафьевич,Köln,защитник,7,26
Cocos Islands,Аксенов Амос Вилорович,Liverpool,защитник,7,29
Albania,Филиппов Аникита Ефимьевич,Independiente,нападающий,6,12
Bahrain,Лукин Исидор Григорьевич,Zamalek,вратарь,3,-9
Thailand,Тетерин Касьян Ильич,Red Star Belgrade,полузащитник,1,21
Anguilla,Абрамов Максим Венедиктович,Inter Milan,защитник,2,18
Bulgaria,Галкин Христофор Ааронович,Corinthians,вратарь,8,-4
Lebanon,Абрамов Аггей Васильевич,Atlético Mineiro,вратарь,9,-3
Burundi,Хохлов Орест Фролович,São Paulo,защитник,1,6
St Vincent/Grenadines,Марков Ульян Авдеевич,Köln,полузащитник,9,10
Canada,Григорьев Гурий Федотович,Club América,защитник,6,28
Bulgaria,Александров Макар Тимурович,Espérance,вратарь,6,-24
Thailand,Ершов Илья Андреевич,Chelsea,полузащитник,6,7
Belgium,Павлов Модест Федосьевич,Aston Villa,нападающий,2,8
India,Кулагин Ярополк Яковлевич,Universitario,защитник,2,24
Bhutan,Филиппов Лавр Бориславович,Levski Sofia,защитник,10,17
Norfolk Island,Федотов Каллистрат Демьянович,Slavia Prague,полузащитник,2,6
El Salvador,Одинцов Варлаам Августович,Everton,нападающий,5,10
Tunisia,Якушев Ипатий Матвеевич,PSV Eindhoven,полузащитник,4,17
Ecuador,Васильев Варлаам Георгиевич,Monaco,вратарь,7,-2
Vatican City State,Агафонов Милен Васильевич,Celtic,нападающий,2,29
United Arab Emirates,Матвеев Карл Глебович,Racing,защитник,1,1
Zaire,Артемьев Сильвестр Власович,Valencia,защитник,8,30
Iran,Рябов Авксентий Федосьевич,Hajduk Split,полузащитник,9,11
Egypt,Шашков Агафон Эдуардович,Schalke,полузащитник,6,18
Philippines,Лебедев Владислав Еремеевич,Hamburger SV,вратарь,10,-30
Iraq,Федоров Яков Терентьевич,Universitario,вратарь,9,-17
Laos,Куликов Ярополк Дорофеевич,Roma,полузащитник,10,28
Bangladesh,Большаков Семен Аверьянович,San Lorenzo,защитник,4,4
Belarus,Герасимов Лонгин Владленович,Olympiacos,защитник,1,3
St Vincent/Grenadines,Мухин Любим Фролович,Újpest,вратарь,9,-23
Poland,Данилов Максимильян Бориславович,Peñarol,вратарь,4,-29
Australia,Николаев Глеб Ермилович,Vasco da Gama,полузащитник,4,4
Turkmenistan,Туров Софрон Фёдорович,Roma,защитник,5,19
Uruguay,Александров Савелий Зиновьевич,Sporting,нападающий,2,15
Antigua And Barbuda,Кабанов Мстислав Бориславович,Valencia,полузащитник,2,9
Togo,Фокин Афанасий Захарьевич,Independiente,вратарь,9,-5
Mozambique,Комиссаров Наум Борисович,Estudiantes,защитник,4,14
Mexico,Комаров Ян Брониславович,Partizan,вратарь,2,-7
Poland,Андреев Глеб Эдгардович,Slavia Prague,нападающий,1,11
Guadeloupe,Уваров Иосиф Анисимович,Olympique Lyonnais,защитник,4,15
New Zealand,Никифоров Эммануил Дорофеевич,Porto,защитник,5,15
Malawi,Лебедев Аркадий Всеволодович,Levski Sofia,вратарь,8,-19
Liberia,Сергеев Леон Юлианович,Hajduk Split,защитник,10,1
Peru,Панфилов Доброслав Владиславович,Paris Saint-Germain,вратарь,3,-26
Hungary,Горбачев Андроник Феодосьевич,Peñarol,полузащитник,10,7
Tokelau,Юдин Януарий Ануфриевич,Atlético Mineiro,нападающий,4,12
Sudan,Кононов Иван Давыдович,Barcelona,защитник,4,29
Sri Lanka,Ершов Илья Анисимович,Nacional,защитник,10,14
Luxembourg,Михайлов Клавдий Данилович,Flamengo,нападающий,3,16
Gibraltar,Калашников Прокл Терентьевич,Barcelona,вратарь,1,-11
Lesotho,Игнатьев Аристарх Димитриевич,Flamengo,вратарь,7,-28
Micronesia,Константинов Анатолий Тимурович,Borussia Dortmund,полузащитник,9,16
Aruba,Калинин Любосмысл Зиновьевич,Peñarol,нападающий,7,29
Papua New Guinea,Потапов Изот Гаврилович,Panathinaikos,полузащитник,5,26
Philippines,Туров Эммануил Жоресович,Vélez Sarsfield,полузащитник,4,5
Cook Islands,Панфилов Лучезар Изотович,Juventus,полузащитник,3,16
Azerbaijan,Ефимов Константин Федосеевич,São Paulo,защитник,8,29
Cocos Islands,Крылов Ян Эдгардович,River Plate,вратарь,3,-7
El Salvador,Буров Лукьян Всеволодович,Club Brugge,полузащитник,8,7
Ethiopia,Мухин Эмиль Эдгардович,Libertad,защитник,5,11
Saint Lucia,Котов Виссарион Авдеевич,Universitario,нападающий,2,10
Bermuda,Карпов Степан Иосипович,Grêmio,нападающий,3,6
Cape Verde,Евсеев Лавр Денисович,Olympique Marseille,нападающий,9,28
Nepal,Соловьев Спиридон Харлампьевич,Napoli,полузащитник,4,19
Martinique,Лукин Филимон Валерианович,Lazio,полузащитник,1,28
Russian Federation,Сазонов Мокей Иосипович,Ferencvárosi TC,вратарь,5,-3
Mexico,Одинцов Станислав Всеволодович,Grasshopper Club Zürich,нападающий,5,12
